internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
133028,Seriatopora caliendrum,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Seriatopora,caliendrum,,,,,"Ehrenberg, 1834",
133029,Dipsastraea rotumana,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Dipsastraea,rotumana,,,,,"(Gardiner, 1899)",
133031,Montipora effusa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,effusa,,,,,"(Dana, 1846)",
133032,Lobophyllia flabelliformis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,LOBOPHYLLIIDAE,Lobophyllia,flabelliformis,,,,,"Veron, 2000",
133033,Acropora pulchra,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,pulchra,,,,,"(Brook, 1891)",
133034,Cycloseris fragilis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Cycloseris,fragilis,,,,,"(Alcock, 1893)","This species can easily be confused with other fragmenting fungiids, such as <em>Fungia somervillei</em>."
133036,Cycloseris curvata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Cycloseris,curvata,,,,,"(Hoeksema, 1989)",
133037,Mycetophyllia reesi,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Mycetophyllia,reesi,,,,,"Wells, 1973",
133038,Porites nigrescens,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,nigrescens,,,,,"Dana, 1846",
133039,Turbinaria conspicua,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,DENDROPHYLLIIDAE,Turbinaria,conspicua,,,,,"Bernard, 1896",
133040,Echinopora mammiformis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Echinopora,mammiformis,,,,,"(Nemenzo, 1959)",
133041,Pavona decussata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,decussata,,,,,"(Dana, 1846)",
133043,Psammocora digitata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PSAMMOCORIDAE,Psammocora,digitata,,,,,Milne Edwards &amp; Haime 1851,
133044,Cantharellus jebbi,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Cantharellus,jebbi,,,,,"Hoeksema, 1993","For additional taxonomic information, please refer to Gittenberger <em>et al</em>. (2011)."
133045,Pocillopora ligulata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Pocillopora,ligulata,,,,,"Dana, 1846","For additional taxonomic information, please refer to Johnston <em>et al.</em> (2018)."
133046,Anacropora spinosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Anacropora,spinosa,,,,,"Rehberg, 1892","According to Veron <em>et al</em>. (2016), this species is poorly differentiated from <em>Acropora puertogalerae</em>."
133047,Mycetophyllia aliciae,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Mycetophyllia,aliciae,,,,,"Wells, 1973",
133048,Astreopora suggesta,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,suggesta,,,,,"Wells, 1954",
133049,Stylocoeniella guentheri,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ASTROCOENIIDAE,Stylocoeniella,guentheri,,,,,"(Bassett-Smith, 1890)",
133051,Goniopora norfolkensis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Goniopora,norfolkensis,,,,,"Veron &amp; Pichon, 1982",
133052,Echinopora irregularis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Echinopora,irregularis,,,,,"Veron Turak &amp; DeVantier, 2000",The taxonomic validity and relationships of this species are outlined in Huang&#160;<em>et al.</em>&#160;(2014).
133053,Scolymia cubensis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Scolymia,cubensis,,,,,"(Milne Edwards &amp; Haime, 1849)",
133054,Goniopora tenuidens,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Goniopora,tenuidens,,,,,"(Quelch, 1886)",
133055,Favites halicora,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Favites,halicora,,,,,"(Ehrenberg, 1834)",
133056,Montipora spongiosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,spongiosa,,,,,"(Ehrenberg, 1834)",
133057,Fimbriaphyllia paradivisa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,EUPHYLLIIDAE,Fimbriaphyllia,paradivisa,,,,,"(Veron, 1990)",
133058,Oxypora echinata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,LOBOPHYLLIIDAE,Oxypora,echinata,,,,,"(Saville-Kent, 1871)",
133059,Platygyra verweyi,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Platygyra,verweyi,,,,,"Wijsman-Best, 1976",
133060,Goniastrea favulus,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Goniastrea,favulus,,,,,"(Dana, 1846)",
133063,Polyphyllia talpina,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Polyphyllia,talpina,,,,,"(Lamarck, 1801)",
133064,Montipora florida,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,florida,,,,,"Nemenzo, 1967",
133066,Montipora informis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,informis,,,,,"Bernard, 1897",
133067,Platygyra yaeyamaensis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Platygyra,yaeyamaensis,,,,,"(Eguchi &amp; Shirai, 1977)",
133068,Platygyra sinensis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Platygyra,sinensis,,,,,"(Milne Edwards &amp; Haime, 1849)",
133069,Astreopora cucullata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,cucullata,,,,,"Lamberts, 1980",
133070,Favites colemani,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Favites,colemani,,,,,"(Veron, 2002)",
133071,Montipora foliosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,foliosa,,,,,"(Pallas, 1766)",
133072,Montipora echinata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,echinata,,,,,"Veron DeVantier &amp; Turak, 2000",
133074,Paragoniastrea deformis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Paragoniastrea,deformis,,,,,"(Veron, 1990)","For additional taxonomic information, please refer to Huang<em> et al.</em> (2014)."
133075,Palauastrea ramosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ASTROCOENIIDAE,Palauastrea,ramosa,,,,,"Yabe &amp; Sugiyama, 1941",This is the type species of <em>Palauastrea</em>.
133076,Lobophyllia robusta,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,LOBOPHYLLIIDAE,Lobophyllia,robusta,,,,,"Yabe &amp; Sugiyama, 1936",
133077,Coscinaraea mcneilli,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,COSCINARAEIDAE,Coscinaraea,mcneilli,,,,,Wells 1962,
133078,Favites acuticollis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Favites,acuticollis,,,,,"(Ortmann, 1889)",
133079,Montipora maeandrina,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,maeandrina,,,,,"(Ehrenberg, 1834)",
213547584,Acropora selago,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,selago,,,,,"(Studer, 1879)",<em>Acropora insignis</em> is now a synonym of this species (WoRMS accessed January 2022).
133081,Acropora kirstyae,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,kirstyae,,,,,"Veron &amp; Wallace, 1984",
133082,Porites lutea,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,lutea,,,,,"Milne Edwards &amp; Haime, 1851",
133083,Ctenactis albitentaculata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Ctenactis,albitentaculata,,,,,"Hoeksema, 1989",
133084,Dipsastraea amicorum,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Dipsastraea,amicorum,,,,,"(Milne Edwards &amp; Haime, 1849)",
133085,Balanophyllia europaea,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,DENDROPHYLLIIDAE,Balanophyllia,europaea,,,,,"(Risso, 1826)",
133086,Acropora lamarcki,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,lamarcki,,,,,"Veron, 2000","According to Wallace <em>et al</em>. (2012), this species is a synonym of&#160;<em>Acropora subulata.</em>&#160;It is valid according to Veron <em>et al.</em> (2016) and the WoRMS online database (accessed January 2023)."
133087,Acropora subglabra,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,subglabra,,,,,"(Brook, 1891)",
133088,Echinopora lamellosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Echinopora,lamellosa,,,,,(Esper 1791),
133089,Echinophyllia patula,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,LOBOPHYLLIIDAE,Echinophyllia,patula,,,,,"(Hodgson &amp; Ross, 1982)",
254419719,Leptastrea purpurea,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,LEPTASTREIDAE,Leptastrea,purpurea,,,,,"(Dana, 1846)","<em>Leptastrea pruinosa</em>&#160;is a junior synonym of&#160;<em>L. purpurea</em>&#160;(Dana, 1846) according to Arrigoni&#160;<em>et al</em>. (2020)."
133091,Leptoseris scabra,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Leptoseris,scabra,,,,,"Vaughan, 1907","This species may need taxonomic revision (<span id=""docs-internal-guid-e8562624-7fff-0973-1a26-8f26b532e20d"">Gijsbers <em>et al</em>. 2023)."
133092,Astreopora incrustans,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,incrustans,,,,,"Bernard, 1896",
133093,Alveopora daedalea,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Alveopora,daedalea,,,,,"(Forskål, 1775)",
219646279,Psammocora nierstraszi,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PSAMMOCORIDAE,Psammocora,nierstraszi,,,,,"Van der Horst, 1921","<em>Psammocora verrilli</em> and <em>P. vaughani</em> are&#160;synonyms of this species (Benzoni <em>et al</em>. 2010, WoRMS online database accessed March 2023)."
133095,Pocillopora meandrina,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Pocillopora,meandrina,,,,,"Dana, 1846",
133096,Porites columnaris,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,columnaris,,,,,"Klunzinger, 1879",
133098,Leptoseris papyracea,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Leptoseris,papyracea,,,,,"(Dana, 1846)",
133099,Pocillopora elegans,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Pocillopora,elegans,,,,,"Dana, 1846",
133100,Agaricia undata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Agaricia,undata,,,,,"(Ellis &amp; Solander, 1786)",
133101,Goniastrea minuta,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Goniastrea,minuta,,,,,"Veron, 2000","For additional taxonomic information, please refer to Huang <em>et al</em>. (2014)."
133102,Dichocoenia stokesii,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MEANDRINIDAE,Dichocoenia,stokesii,,,,,"Milne Edwards &amp; Haime, 1848","According to the WoRMS database (accessed August 2021),<em> Dichotaenia stellaris </em>is a junior synonym of <em>D. stokesii</em>. Colonies from lower reef slopes or shaded habitats have markedly smaller corallites than those from more exposed environments, and are usually identified as <em>D. stellaris</em> (Veron 2000)."
133104,Acropora elegantula,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,elegantula,,,,,"(Ortmann, 1889)","According to the WoRMS database (accessed January 2023), the taxonomic validity of this species is uncertain or disputed by different experts. According to Wallace (1999), this species is 'unresolved' and it was not included in the revision of the <em>Acropora </em>species by Wallace <em>et al.</em> (2012). Veron <em>et al.</em> (2016) treats this species as valid but emphasizes the need for further study."
133105,Porites murrayensis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,murrayensis,,,,,"Vaughan, 1918",
133107,Porites attenuata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,attenuata,,,,,"Nemenzo, 1955",
133108,Hydnophora bonsai,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Hydnophora,bonsai,,,,,Veron 1990,
133109,Galaxea acrhelia,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,EUPHYLLIIDAE,Galaxea,acrhelia,,,,,"Veron, 2000",
133110,Ctenactis crassa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Ctenactis,crassa,,,,,"(Dana, 1846)","For additional taxonomic information, please refer to Gittenberger <em>et al.</em> (2011)."
133111,Montipora saudii,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,saudii,,,,,"Turak DeVantier &amp; Veron, 2000",
133112,Acropora caroliniana,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,caroliniana,,,,,"Nemenzo, 1976",
133113,Montipora cactus,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,cactus,,,,,"Bernard, 1897",
133114,Duncanopsammia axifuga,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,DENDROPHYLLIIDAE,Duncanopsammia,axifuga,,,,,"(Milne Edwards &amp; Haime, 1848)",
133115,Acropora retusa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,retusa,,,,,"(Dana, 1846)",
133116,Plerogyra simplex,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PLEROGYRIDAE,Plerogyra,simplex,,,,,"Rehberg, 1892",
133117,Montipora lobulata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,lobulata,,,,,"Bernard, 1897",Records from the Pacific may represent a separate species and further study is needed (Veron&#160;<em>et al.</em>&#160;2016).
133118,Porites silimaniana,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,silimaniana,,,,,"Nemenzo, 1976",
133119,Plerogyra cauliformis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PLEROGYRIDAE,Plerogyra,cauliformis,,,,,"Ditlev, 2003","This species is considered ""probably valid"" according to Veron<em> et al.</em> (2016). It is accepted in the WoRMS online database (accessed February 2023)."
133120,Acropora latistella,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,latistella,,,,,"(Brook, 1892)",
133122,Acropora plantaginea,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,plantaginea,,,,,"(Lamarck, 1816)","According to the WoRMS online database (accessed January 2023), the taxonomic validity of this species is uncertain or disputed by different experts. Veron (2000) and Veron&#160;<em>et al</em>. (2016) consider this to be a moderately cryptic but valid species. Wallace (1999) questioned its validity and suspected it may be a synonym of&#160;<em>Acropora samoensis</em>&#160;and it is not included in the revision of <em>Acropora </em>species by Wallace <em>et al.</em> (2012)."
133123,Porites cumulatus,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,cumulatus,,,,,"Nemenzo, 1955",
133125,Acropora fenneri,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,fenneri,,,,,"Veron, 2000","This species is considered valid (Z. Richards pers. comm. 2021), but further study may be needed to clarify its separation from <em>Acropora horrida</em> (Wallace<em> et al.</em> 2012)."
133126,Lobophyllia hassi,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,LOBOPHYLLIIDAE,Lobophyllia,hassi,,,,,"(Pillai &amp; Scheer, 1976)",
133127,Lobophyllia valenciennesii,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,LOBOPHYLLIIDAE,Lobophyllia,valenciennesii,,,,,"(Milne Edwards &amp; Haime, 1849)",
133128,Acropora pruinosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,pruinosa,,,,,"(Brook, 1893)","The taxonomic status of this species was considered unresolved by Wallace (1999), however, it is considered valid by Wallace <em>et al.</em> (2012), Veron (2000) and Veron <em>et al. </em>(2016). It is also listed as an accepted species in the World Register of Marine Species (online database accessed January 2022)."
133129,Astreopora ocellata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,ocellata,,,,,"Bernard, 1896",
133131,Montipora friabilis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,friabilis,,,,,"Bernard, 1897",
133132,Acropora aspera,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,aspera,,,,,"(Dana, 1846)","The <em>Acropora aspera</em> species complex is comprised of seven known morphologically distinct species, five of which are found in sympatry on the Great Barrier Reef (Souter <em>et al. </em>2010)."
133134,Orbicella annularis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Orbicella,annularis,,,,,"(Ellis &amp; Solander, 1786)","<em>Montastraea&#160;annularis</em> (Weil and Knowlton 1994) has been split into three species, including <em>M. faveolata</em> and <em>M. franksi</em>. Consequently, most studies prior to 1994 do not distinguish between the three species, and information on population is difficult to disaggregate for the three taxa. Later, Budd <em>et al</em>. (2012) separated modern species of the genus <em>Montastraea</em> into three genera: <em>Montastraea</em> de Blainville, 1830 (Atlantic <em>Montastraea cavernosa</em>), <em>Orbicella</em> Dana, 1846 (Atlantic <em>Orbicella annularis</em> complex), and <em>Phymastrea</em> Milne Edwards and Haime, 1848 (Indo-Pacific)."
133135,Madracis pharensis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Madracis,pharensis,,,,,"(Heller, 1868)","<p>This taxon is now classified under the family Pocilloporidae, along with all <em>Madracis </em>species (Benzoni <em>et al</em>. 2018). Moreover, recent genetic and morphological evidence suggests it is highly probable that the Caribbean zooxanthellate species <em>Madracis pharensis</em> <em>f. luciphila</em> is actually a completely separate species to the cave-dwelling<em> M. pharensis</em> found in the eastern Atlantic (Azores and Mediterranean; Benzoni <em>et al</em>. 2018). As <em>M. pharensis </em>was originally described from the Adriatic Sea by Heller (1868), it is likely that the populations of <em>M. pharensis f. luciphila</em> described by Wells (1973) will have to adopt a new species name.<br/><br/>The consequences of these new findings are a restricted geographic range in what we now know as <em>M. pharensis f. luciphila</em>, compared to the 2008 IUCN Red List assessment. A recent work on the evolution of symbiosis and coloniality of Scleractinia has shown that the <em>Madracis </em>genus may not be monophyletic with two lineages diverging early in the tree, one of <em>M. decactis</em>, M. senaria, <em>M. kirbyi</em> and <em>M. pharensis</em> clustering with Dendrophylliidae in the Robusta clade, while <em>M. asanoi</em>, <em>M. myriaster</em>, <em>M. formosa</em> and <em>M. carmabi</em> together with Pocilloporidae in the Complex clade (Navarro-Campoy<em> et al</em>. 2020). These results must be taken with caution before taxonomic decisions are made as the phylogenetic analyses of Navarro-Campoy <em>et al. </em>(2020) are based on incomplete sampling of molecular markers across the analysed&#160;<em>Madracis </em>species, and mainly based on nuclear marker 28s, which is a multicopy gene with intragenomic variation. <br/><br/>Recent genetic revisions have confirmed a long-standing suspicion that <em>M. pharensis</em>&#160;in the Caribbean (a zooxanthellate form, often referred to as <em>M. pharensis f. luciphila</em>) is in fact not the same species as the <em>M. pharensis </em>found in the Mediterranean (a cave-loving species often found without zooxanthellae, sometimes referred to as <em>M. pharensis f. pharensis</em> to distinguish it from <em>Luciphila </em>in the Caribbean; Benzoni <em>et al</em>. 2018). Clear genetic and morphological differences suggest these are two different species and reduces the known range of this species compared to the 2008 IUCN Red List assessment, when it was thought to be pan-Atlantic and found in the Azores and Mediterranean (Benzoni <em>et al</em>. 2018).<em> Madracis pharensis f. luciphila</em> has smaller corallites more closely packed together (Benzoni <em>et al</em>. 2018).<br/><br/>Other studies of&#160;<em>M. pharensis f. luciphila</em>&#160;show strong genetic divergence between deep (&gt;25 m) and shallow (&lt; 25 m) Caribbean populations, whereby both hosts and zooxanthellae are genetically different between depth zones (Frade <em>et al</em>. 2008). <em>Madracis pharensis </em>was previously thought to have a very broad depth distribution, but these findings suggest the existence of deep and shallow taxa. The genetic divergence observed between deep and shallow <em>M. pharensis</em> is similar to that measured for well-established interspecific comparisons (e.g. <em>M. mirabilis</em> and <em>M. formosa</em>), making it likely that these two groups represent subspecies or even cryptic species (Frade <em>et al</em>. 2010). These findings  further suggest that the range of <em>M. pharensis</em>  is more restricted both geographically and depth-wise. Smaller than presumed effective population sizes and more limited genetic exchange may leave these populations more vulnerable than previously assumed.<br/><br/>Controversy around the taxonomy of <em>M. pharensis</em> and assignation of new names for potentially new species within this species complex will remain until a complete sampling of this taxon is undertaken, including the different populations of the species reported not only in the Caribbean and Atlantic (Benzoni <em>et al</em>. 2018), but also in the Pacific (Cairns and Zibrowius 1997, see discussion in Cairns 2000). In this updated Red List assessment, we include data collected from both forms and referred to them accordingly.&#160;<br/></p>"
133136,Dipsastraea marshae,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Dipsastraea,marshae,,,,,"(Veron, 2000)",
133137,Astreopora scabra,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,scabra,,,,,"Lamberts, 1982",
133139,Isopora palifera,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Isopora,palifera,,,,,"(Lamarck, 1816)","The genus <em>Isopora</em> was previously a subgenus, but was elevated (Wallace <em>et al</em>. 2007). For additional taxonomic information, please refer to Wallace <em>et al.</em> (2012)."
133141,Schizoculina fissipara,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Schizoculina,fissipara,,,,,"(Milne Edwards &amp; Haime, 1850)",Molecular research is needed to resolve taxonomic uncertainties associated with the separation of&#160;<em>Schizoculina africana</em>&#160;and<em>&#160;S. fissipara</em>&#160;(B. Hoeksema pers. comm. 2022).
133142,Cladocora caespitosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,CLADOCORIDAE,Cladocora,caespitosa,,,,,"(Linnaeus, 1767)","<p>Even though the species was considered as part of the family Faviidae, this affiliation has been considered dubious and the species has most recently been placed within Caryophylliidae (Romano and Cairns 2000, Cairns <em>et al. </em>2001) and now within <em>Scleractinia incertae sedis</em> (Hoeksema and Cairns 2013).</p>"
133145,Stylocoeniella cocosensis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ASTROCOENIIDAE,Stylocoeniella,cocosensis,,,,,"Veron, 1990",
133146,Turbinaria frondens,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,DENDROPHYLLIIDAE,Turbinaria,frondens,,,,,"(Dana, 1846)",
133147,Leptoseris yabei,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Leptoseris,yabei,,,,,"(Pillai &amp; Scheer, 1976)",
133148,Ctenactis echinata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Ctenactis,echinata,,,,,"(Pallas, 1766)",
133149,Goniopora ciliatus,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Goniopora,ciliatus,,,,,"Veron, 2000",
133150,Porites aranetai,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,aranetai,,,,,"Nemenzo, 1955",
133151,Dipsastraea lacuna,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Dipsastraea,lacuna,,,,,"(Veron Turak &amp; DeVantier, 2000)",
133152,Acanthastrea pachysepta,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,LOBOPHYLLIIDAE,Acanthastrea,pachysepta,,,,,"(Chevalier, 1975)",Refer to Huang <em>et al.</em> (2016) for additional taxonomic information on this species.
133153,Agaricia fragilis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Agaricia,fragilis,,,,,"Dana, 1848",
133154,Echinophyllia pectinata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,LOBOPHYLLIIDAE,Echinophyllia,pectinata,,,,,"Veron, 2000","For additional taxonomic information, please refer to Huang <em>et al.</em> (2016)."
133155,Pseudodiploria strigosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Pseudodiploria,strigosa,,,,,"(Dana, 1848)","In 2012, the genus <em>Diploria</em> was split into two separate genera: <em>Diploria</em>, which consists only of the species <em>Diploria labyrinthiformis</em>; and a new genus, <em>Pseudodiploria</em>, which consists of the species <em>Pseudodiploria strigosa</em> and <em>Pseudodiploria clivosa</em> (Budd <em>et al</em>. 2012)."
133156,Alveopora verrilliana,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Alveopora,verrilliana,,,,,"Dana, 1846",
133157,Lobophyllia vitiensis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,LOBOPHYLLIIDAE,Lobophyllia,vitiensis,,,,,"(Brüggemann, 1878)",
133158,Podabacia crustacea,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Podabacia,crustacea,,,,,"(Pallas, 1766)",
254277149,Acropora austera,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,austera,,,,,"(Dana, 1846)","<em>Acropora parahemprichii</em>&#160;is now a synonym of this species (Veron&#160;<em>et al</em>. 2016, WoRMS accessed January 2022)."
