accession_id,included,Title,Authors,Year,DOI,inclusion_summary,passed_screening,screened_fail_stage,full_text_available,passed_inclusion_criteria,criteria_failed,criteria_fail_reason,Database.ID,Source.title,Document.Type,Cited
A_0001,N,Marine connectivity: a new look at pelagic larval duration and genetic metrics of dispersal,"Selkoe, K. A.; Toonen, Robert J.",2011,10.3354/meps09238,excluded_criteria_2,Y,NA,Y,N,2,non_coral_specific,WOS:000294619800021,MARINE ECOLOGY PROGRESS SERIES,Review,338
A_0002,Y,Connectivity of Benthic Priority Marine Species within the Scottish MPA Network.,"Gallego, A.; Gibb, F.M.; Tulett, D.; Wright, P.J.",2013,,included,Y,NA,Y,Y,NA,NA,ZOOREC:ZOOR15107049769,Scottish Marine and Freshwater Science,Article,3
A_0003,N,Connectivity between seamounts and coastal ecosystems in the Southwestern Indian Ocean,"Crochelet, Estelle; Barrier, Nicolas; Andrello, Marco; Marsac, Francis; Spadone, Aurelie; Lett, Christophe",2020,10.1016/j.dsr2.2020.104774,excluded_criteria_2,Y,NA,Y,N,2,non_coral_specific,WOS:000556810400003,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,Article,18
A_0004,N,Theoretical limits to the correlation between pelagic larval duration and population genetic structure,"Faurby, Soren; Barber, Paul H.",2012,10.1111/j.1365-294X.2012.05609.x,excluded_criteria_2,Y,NA,Y,N,2,non_coral_specific,WOS:000306087100006,MOLECULAR ECOLOGY,Article,100
A_0005,N,Larval swimming capacities affect genetic differentiation and range size in demersal marine fishes,"Nanninga, Gerrit B.; Manica, Andrea",2018,10.3354/meps12515,screened_by_title,N,title,NA,NA,NA,NA,WOS:000426258800001,MARINE ECOLOGY PROGRESS SERIES,Article,32
A_0006,N,Pelagic larval duration and population connectivity in New Zealand triplefin fishes (Tripterygiidae),"Kohn, Yair Y.; Clements, Kendall D.",2011,10.1007/s10641-011-9777-3,screened_by_title,N,title,NA,NA,NA,NA,WOS:000291997800003,ENVIRONMENTAL BIOLOGY OF FISHES,Article,26
A_0007,Y,Reproductive Output and Duration of the Pelagic Larval Stage Determine Seascape-Wide Connectivity of Marine Populations,"Treml, Eric A.; Roberts, Jason J.; Chao, Yi; Halpin, Patrick N.; Possingham, Hugh P.; Riginos, Cynthia",2012,10.1093/icb/ics101,included,Y,NA,Y,Y,NA,NA,WOS:000309374400008,INTEGRATIVE AND COMPARATIVE BIOLOGY,Article,213
A_0008,Y,Population genetic structure of the stony coral Acropora tenuis shows high but variable connectivity in East Africa,"van der Ven, Rosa M.; Triest, Ludwig; De Ryck, Dennis J. R.; Mwaura, Jelvas M.; Mohammed, Mohammed S.; Kochzius, Marc",2016,10.1111/jbi.12643,included,Y,NA,Y,Y,NA,NA,WOS:000370450900008,JOURNAL OF BIOGEOGRAPHY,Article,30
A_0009,N,Data from: Stretched to the limit; can a short pelagic larval duration connect adult populations of an Indo-Pacific diadromous fish (Kuhlia rupestris)?,"Feutry, Pierre; Vergnes, Alan; Broderick, Damien; Lambourdiere, Josie; Keith, Philippe; Ovenden, Jennifer R",2012,https://doi.org/10.5061/DRYAD.F81SF,screened_by_title,N,title,NA,NA,NA,NA,DRCI:DATA2015122006949320,Dryad,Data set,1
A_0010,N,Pelagic larval duration is similar across 23A° of latitude for two species of butterflyfish (Chaetodontidae) in eastern Australia,"Booth, D. J.; Parkinson, K.",2011,10.1007/s00338-011-0815-6,screened_by_title,N,title,NA,NA,NA,NA,WOS:000296085300023,CORAL REEFS,Article,18
A_0011,Y,Modeling Larval Connectivity of Coral Reef Organisms in the Kenya-Tanzania Region,"Mayorga-Adame, C. Gabriela; Batchelder, Harold P.; Spitz, Yvette. H.",2017,10.3389/fmars.2017.00092,included,Y,NA,Y,Y,NA,NA,WOS:000457690600092,FRONTIERS IN MARINE SCIENCE,Article,32
A_0012,N,Large scale-variability in otolith microstructure and microchemistry: The case study of Diplodus sargus sargus (Pisces: Sparidae) in the Mediterranean Sea,"Di Franco, A.; De Benedetto, G.; De Rinaldis, G.; Raventos, N.; Sahyoun, R.; Guidetti, P.",2011,10.1080/11250003.2011.566227,screened_by_title,N,title,NA,NA,NA,NA,WOS:000291266000007,ITALIAN JOURNAL OF ZOOLOGY,Article,25
A_0013,Y,"Modeled larval connectivity of a multi-species reef fish and invertebrate assemblage off the coast of Moloka'i, Hawa'i","Conklin, Emily E.; Neuheimer, Anna B.; Toonen, Robert J.",2018,10.7717/peerj.5688,included,Y,NA,Y,Y,NA,NA,WOS:000446948300019,PEERJ,Article,8
A_0014,N,Depth distribution of larvae critically affects their dispersal and the efficiency of marine protected areas,"Corell, Hanna; Moksnes, Per-Olav; Engqvist, Anders; Doos, Kristofer; Jonsson, Per R.",2012,10.3354/meps09963,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000310270500003,MARINE ECOLOGY PROGRESS SERIES,Article,53
A_0015,N,Effects of geography and life history traits on genetic differentiation in benthic marine fishes,"Riginos, Cynthia; Douglas, Kristin E.; Jin, Young; Shanahan, Danielle F.; Treml, Eric A.",2011,10.1111/j.1600-0587.2010.06511.x,screened_by_title,N,title,NA,NA,NA,NA,WOS:000293031700004,ECOGRAPHY,Article,164
A_0016,N,Patterns of variability in early-life traits of fishes depend on spatial scale of analysis,"Di Franco, Antonio; Guidetti, Paolo",2011,10.1098/rsbl.2010.1149,screened_by_title,N,title,NA,NA,NA,NA,WOS:000290515100038,BIOLOGY LETTERS,Article,31
A_0017,N,Stretched to the limit; can a short pelagic larval duration connect adult populations of an Indo-Pacific diadromous fish (Kuhlia rupestris)?,"Feutry, P.; Vergnes, A.; Broderick, D.; Lambourdiere, J.; Keith, P.; Ovenden, J. R.",2013,10.1111/mec.12192,screened_by_title,N,title,NA,NA,NA,NA,WOS:000316209500005,MOLECULAR ECOLOGY,Article,23
A_0018,N,Pelagic larval duration and geographic distribution of tropical eastern Pacific snappers (Pisces: Lutjanidae),"Zapata, FA; Herrón, PA",2002,10.3354/meps230295,screened_by_title,N,title,NA,NA,NA,NA,WOS:000175588600026,MARINE ECOLOGY PROGRESS SERIES,Article,57
A_0019,N,Dongsha Atoll is an important stepping-stone that promotes regional genetic connectivity in the South China Sea,"Liu, Shang Yin Vanson; Green, Jacob; Briggs, Dana; Hastings, Ruth; Jondelius, Ylva; Kensinger, Skylar; Leever, Hannah; Santos, Sophia; Throne, Trevor; Cheng, Chi; Madduppa, Hawis; Toonen, Robert J.; Gaither, Michelle R.; Crandall, Eric D.",2021,10.7717/peerj.12063,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000701694600006,PEERJ,Article,4
A_0020,Y,Coral connectivity between equatorial eastern Pacific marine protected areas: A biophysical modeling approach,"Lequeux, Bertrand D.; Ahumada-Sempoal, Miguel-Angel; Lopez-Perez, Andres; Reyes-Hernandez, Cristobal",2018,10.1371/journal.pone.0202995,included,Y,NA,Y,Y,NA,NA,WOS:000443071400080,PLOS ONE,Article,33
A_0021,Y,"Rare, long-distance dispersal underpins genetic connectivity in the pink sea fan, Eunicella verrucosa","Macleod, Kirsty L.; Jenkins, Tom L.; Witt, Matthew J.; Stevens, Jamie R.",2024,10.1111/eva.13649,included,Y,NA,Y,Y,NA,NA,WOS:001180763900001,EVOLUTIONARY APPLICATIONS,Article,1
A_0023,N,"Pelagic larval duration and settlement size of a reef fish are spatially consistent, but post-settlement growth varies at the reef scale","Leahy, Susannah M.; Russ, Garry R.; Abesamis, Rene A.",2015,10.1007/s00338-015-1330-y,screened_by_title,N,title,NA,NA,NA,NA,WOS:000365177300030,CORAL REEFS,Article,6
A_0024,Y,Quantification of larval traits driving connectivity: the case of Corallium rubrum (L. 1758),"Martinez-Quintana, A.; Bramanti, L.; Viladrich, N.; Rossi, S.; Guizien, K.",2015,10.1007/s00227-014-2599-z,included,Y,NA,Y,Y,NA,NA,WOS:000348564300007,MARINE BIOLOGY,Article,32
A_0025,N,Patterns of variability in early life traits of a Mediterranean coastal fish,"Di Franco, Antonio; Qian, Kaicheng; Calo, Antonio; Di Lorenzo, Manfredi; Planes, Serge; Guidetti, Paolo",2013,10.3354/meps10117,screened_by_title,N,title,NA,NA,NA,NA,WOS:000315465900017,MARINE ECOLOGY PROGRESS SERIES,Article,17
A_0026,N,Larval dispersal in three coral reef decapod species: Influence of larval duration on the metapopulation structure,"Sanvicente-Anorve, Laura; Zavala-Hidalgo, Jorge; Allende-Arandia, Eugenia; Hermoso-Salazar, Margarita",2018,10.1371/journal.pone.0193457,screened_by_title,N,title,NA,NA,NA,NA,WOS:000427901500004,PLOS ONE,Article,18
A_0027,N,"Perspectives on Larval Behaviour in Biophysical Modelling of Larval Dispersal in Marine, Demersal Fishes","Leis, Jeffrey M. M.",2021,10.3390/oceans2010001,screened_by_title,N,title,NA,NA,NA,NA,WOS:001008182200001,OCEANS-SWITZERLAND,Review,17
A_0028,N,Field estimates of planktonic larval duration in a marine invertebrate,"Burgess, Scott C.; Marshall, Dustin J.",2011,10.3354/meps09374,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000296391900013,MARINE ECOLOGY PROGRESS SERIES,Article,18
A_0029,N,Population genetics and biophysical modeling inform metapopulation connectivity of the Caribbean king crab Maguimithrax spinosissimus,"Antonio Baeza, J.; Holstein, Daniel; Umana-Castro, Rodolfo; Mejia-Ortiz, Luis M.",2019,10.3354/meps12842,screened_by_title,N,title,NA,NA,NA,NA,WOS:000464515700006,MARINE ECOLOGY PROGRESS SERIES,Article,14
A_0030,Y,Rapid declines in metabolism explain extended coral larval longevity,"Graham, E. M.; Baird, A. H.; Connolly, S. R.; Sewell, M. A.; Willis, B. L.",2013,10.1007/s00338-012-0999-4,included,Y,NA,Y,Y,NA,NA,WOS:000318567900025,CORAL REEFS,Article,39
A_0031,Y,Emergent patterns of population genetic structure for a coral reef community,"Selkoe, Kimberly A.; Gaggiotti, Oscar E.; Bowen, Brian W.; Toonen, Robert J.",2014,10.1111/mec.12804,included,Y,NA,Y,Y,NA,NA,WOS:000337610600014,MOLECULAR ECOLOGY,Article,104
A_0032,N,High Interannual Variability in Connectivity and Genetic Pool of a Temperate Clingfish Matches Oceanographic Transport Predictions,"Klein, Maria; Teixeira, Sara; Assis, Jorge; Serrao, Ester A.; Goncalves, Emanuel J.; Borges, Rita",2016,10.1371/journal.pone.0165881,screened_by_title,N,title,NA,NA,NA,NA,WOS:000389520600004,PLOS ONE,Article,18
A_0033,N,"Connectivity patterns of coastal fishes following different dispersal scenarios across a transboundary marine protected area (Bonifacio strait, NW Mediterranean)","Koeck, Barbara; Gerigny, Olivia; Durieux, Eric Dominique Henri; Coudray, Sylvain; Garsi, Laure-Helene; Bisgambiglia, Paul-Antoine; Galgani, Francois; Agostini, Sylvia",2015,10.1016/j.ecss.2015.01.010,screened_by_title,N,title,NA,NA,NA,NA,WOS:000351973100027,ESTUARINE COASTAL AND SHELF SCIENCE,Article,12
A_0034,N,"Is Guam a regional source, destination, or stepping-stone for larvae of three fisheries species?","Kendall, Matthew S.; Poti, Matthew; Winship, Arliss",2019,10.1111/fog.12399,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000458570200004,FISHERIES OCEANOGRAPHY,Article,0
A_0035,N,"Seascape features, rather than dispersal traits, predict spatial genetic patterns in co-distributed reef fishes","Liggins, Libby; Treml, Eric A.; Possingham, Hugh P.; Riginos, Cynthia",2016,10.1111/jbi.12647,screened_by_title,N,title,NA,NA,NA,NA,WOS:000368271000004,JOURNAL OF BIOGEOGRAPHY,Article,45
A_0036,N,Diverse patterns of larval coral reef fish vertical distribution and consequences for dispersal and connectivity,"Hernandez, Christina M.; Paris, Claire B.; Vaz, Ana C.; Jones, Benjamin T.; Kellner, Julie B.; Richardson, David E.; Sponaugle, Su; Cowen, Robert K.; Llopiz, Joel K.",2023,10.1007/s00338-023-02355-x,screened_by_title,N,title,NA,NA,NA,NA,WOS:000936015300001,CORAL REEFS,Article,3
A_0037,Y,Estimating Connectivity Through Larval Dispersal in the Western Indian Ocean,"Gamoyo, Majambo; Obura, David; Reason, Chris J. C.",2019,10.1029/2019JG005128,included,Y,NA,Y,Y,NA,NA,WOS:000497955300003,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,Article,31
A_0038,N,Climate change and larval transport in the ocean: fractional effects from physical and physiological factors,"Kendall, Matthew S.; Poti, Matt; Karnauskas, Kristopher B.",2016,10.1111/gcb.13159,excluded_criteria_2,Y,NA,Y,N,2,non_coral_specific,WOS:000371515300018,GLOBAL CHANGE BIOLOGY,Article,32
A_0039,Y,Modeled differences of coral life-history traits influence the refugium potential of a remote Caribbean reef,"Davies, Sarah W.; Strader, Marie E.; Kool, Johnathan T.; Kenkel, Carly D.; Matz, Mikhail V.",2017,10.1007/s00338-017-1583-8,included,Y,NA,Y,Y,NA,NA,WOS:000406954100022,CORAL REEFS,Article,36
A_0041,N,"Growth and pelagic larval duration of presettlement and newly settled neon damselfish, Pomacentrus coelestis, at multiple spatial scales","Kingsford, M. J.; Smith, F. J. A.; Flood, M. J.",2011,10.1007/s00338-010-0692-4,screened_by_title,N,title,NA,NA,NA,NA,WOS:000286940800023,CORAL REEFS,Article,20
A_0043,N,"Life history, larval dispersal, and connectivity in coral reef fish among the Scattered Islands of the Mozambique Channel","O'Donnell, James L.; Beldade, Ricardo; Mills, Suzanne C.; Williams, Hannah E.; Bernardi, Giacomo",2017,10.1007/s00338-016-1495-z,screened_by_title,N,title,NA,NA,NA,NA,WOS:000394286300023,CORAL REEFS,Article,15
A_0044,N,Predictors of marine genetic structure in the Indo-Australian Archipelago,"Hernawan, Udhi E.; Lavery, Paul S.; Kendrick, Gary A.; van Dijk, Kor-jent; Ulumuddin, Yaya, I; Triandiza, Teddy; McMahon, Kathryn M.",2021,10.1016/j.rsma.2021.101919,excluded_criteria_1,Y,NA,Y,N,1,Review,WOS:000697005600005,REGIONAL STUDIES IN MARINE SCIENCE,Article,0
A_0045,N,Climate change and coral reef connectivity,"Munday, P. L.; Leis, J. M.; Lough, J. M.; Paris, C. B.; Kingsford, M. J.; Berumen, M. L.; Lambrechts, J.",2009,10.1007/s00338-008-0461-9,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000265832100007,CORAL REEFS,Article; Proceedings Paper,236
A_0048,N,Correlation between pelagic larval duration and realised dispersal: long-distance genetic connectivity between northern New Zealand and the Kermadec Islands archipelago,"Reisser, C. M. O.; Bell, J. J.; Gardner, J. P. A.",2014,10.1007/s00227-013-2335-0,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000330617800005,MARINE BIOLOGY,Article,16
A_0050,Y,Global warming decreases connectivity among coral populations,"Figueiredo, Joana; Thomas, Christopher J.; Deleersnijder, Eric; Lambrechts, Jonathan; Baird, Andrew H.; Connolly, Sean R.; Hanert, Emmanuel",2022,10.1038/s41558-021-01248-7,included,Y,NA,Y,Y,NA,NA,WOS:000736406900001,NATURE CLIMATE CHANGE,Article,32
A_0051,N,"Chasing genetic structure in coralligenous reef invertebrates: patterns, criticalities and conservation issues","Costantini, Federica; Ferrario, Filippo; Abbiati, Marco",2018,10.1038/s41598-018-24247-9,excluded_criteria_1,Y,NA,Y,N,1,Review,WOS:000429684000053,SCIENTIFIC REPORTS,Article,13
A_0052,Y,Potential Biodiversity Connectivity in the Network of Marine Protected Areas in Western Africa,"Assis, Jorge; Failler, Pierre; Fragkopoulou, Eliza; Abecasis, David; Touron-Gardic, Gregoire; Regalla, Aissa; Sidina, Ebaye; Dinis, Herculano; Serrao, Ester A.",2021,10.3389/fmars.2021.765053,included,Y,NA,Y,Y,NA,NA,WOS:000729963600001,FRONTIERS IN MARINE SCIENCE,Article,10
A_0053,N,Relationship between pelagic larval duration and abundance of tropical fishes on temperate coasts of Japan,"Soeparno; Nakamura, Y.; Shibuno, T.; Yamaoka, K.",2012,10.1111/j.1095-8649.2011.03175.x,screened_by_title,N,title,NA,NA,NA,NA,WOS:000299374400006,JOURNAL OF FISH BIOLOGY,Article,32
A_0054,N,The relationship between population genetic structure and pelagic larval duration in coral reef fishes on the Great Barrier Reef,"Bay, L. K.; Crozier, R. H.; Caley, M. J.",2006,10.1007/s00227-006-0276-6,screened_by_title,N,title,NA,NA,NA,NA,WOS:000239322200024,MARINE BIOLOGY,Article,106
A_0055,N,Consequences of the life history traits of pelagic larvae on interisland connectivity during a changing climate,"Kendall, Matthew S.; Poti, Matthew; Wynne, Timothy T.; Kinlan, Brian P.; Bauer, Laurie B.",2013,10.3354/meps10432,excluded_criteria_2,Y,NA,Y,N,2,non_coral_specific,WOS:000323941000004,MARINE ECOLOGY PROGRESS SERIES,Article,34
A_0057,N,Deriving connectivity from relatedness: broad-scale isolation-by-distance in the shanny Lipophrys pholis,"Jeannot, L. -L; Mouronvalle, C.; Peyran, C.; Olabarria, C.; Beger, M.; Blanco, A.; Planes, S.",2024,10.3354/meps14459,screened_by_title,N,title,NA,NA,NA,NA,WOS:001200182900004,MARINE ECOLOGY PROGRESS SERIES,Article,0
A_0058,Y,Exploring the role of Micronesian islands in the maintenance of coral genetic diversity in the Pacific Ocean,"Davies, S. W.; Treml, E. A.; Kenkel, C. D.; Matz, M. V.",2015,10.1111/mec.13005,included,Y,NA,Y,Y,NA,NA,WOS:000347446300006,MOLECULAR ECOLOGY,Article,56
A_0059,N,Comparative phylogeography of four Indo-Pacific moray eel species (Muraenidae) reveals comparable ocean-wide genetic connectivity despite five-fold differences in available adult habitat,"Reece, Joshua S.; Bowen, Brian W.; Smith, David G.; Larson, Allan",2011,10.3354/meps09248,screened_by_title,N,title,NA,NA,NA,NA,WOS:000295342600021,MARINE ECOLOGY PROGRESS SERIES,Article,49
A_0060,N,Does mating behaviour affect connectivity in marine fishes? Comparative population genetics of two protogynous groupers (Family Serranidae),"Portnoy, D. S.; Hollenbeck, C. M.; Renshaw, M. A.; Cummings, N. J.; Gold, J. R.",2013,10.1111/mec.12128,screened_by_title,N,title,NA,NA,NA,NA,WOS:000312996600004,MOLECULAR ECOLOGY,Article,22
A_0061,N,Tracking recruitment pathways of Chromis viridis in the Gulf of Aqaba using otolith chemistry,"Ben-Tzvi, O.; Kiflawi, M.; Gaines, S. D.; Al-Zibdah, M.; Sheehy, M. S.; Paradis, G. L.; Abelson, A.",2008,10.3354/meps07343,screened_by_title,N,title,NA,NA,NA,NA,WOS:000256338000018,MARINE ECOLOGY PROGRESS SERIES,Article,15
A_0062,Y,Larval precompetency and settlement behaviour in 25 Indo-Pacific coral species,"Randall, Carly J.; Giuliano, Christine; Stephenson, Briony; Whitman, Taylor N.; Page, Cathie A.; Treml, Eric A.; Logan, Murray; Negri, Andrew P.",2024,10.1038/s42003-024-05824-3,included,Y,NA,Y,Y,NA,NA,WOS:001155608600001,COMMUNICATIONS BIOLOGY,Article,1
A_0063,N,Productivity and sea surface temperature are correlated with the pelagic larval duration of damselfishes in the Red Sea,"Robitzch, Vanessa S. N.; Lozano-Cortes, Diego; Kandler, Nora M.; Salas, Eva; Berumen, Michael L.",2016,10.1016/j.marpolbul.2015.11.045,screened_by_title,N,title,NA,NA,NA,NA,WOS:000375823900016,MARINE POLLUTION BULLETIN,Article,20
A_0064,N,Phylogeography of two Atlantic squirrelfishes (Family Holocentridae): exploring links between pelagic larval duration and population connectivity,"Bowen, B. W.; Bass, A. L.; Muss, A.; Carlin, J.; Robertson, D. R.",2006,10.1007/s00227-006-0252-1,screened_by_title,N,title,NA,NA,NA,NA,WOS:000238683900018,MARINE BIOLOGY,Review,129
A_0065,N,Spatiotemporal scales of larval dispersal and connectivity among oil and gas structures in the North Sea,"Mayorga-Adame, C. Gabriela; Polton, Jeff A.; Fox, Alan D.; Henry, Lea-Anne",2022,10.3354/meps13970,excluded_criteria_2,Y,NA,Y,N,2,non_coral_specific,WOS:000771734400004,MARINE ECOLOGY PROGRESS SERIES,Article,6
A_0066,N,"Population genetics, demographic connectivity, and the design of marine reserves","Palumbi, SR",2003,,excluded_criteria_1,Y,NA,Y,N,1,Review,WOS:000181742700012,ECOLOGICAL APPLICATIONS,Article,998
A_0067,N,Subtle genetic structure reveals restricted connectivity among populations of a coral reef fish inhabiting remote atolls,"Underwood, Jim N.; Travers, Michael J.; Gilmour, James P.",2012,10.1002/ece3.80,screened_by_title,N,title,NA,NA,NA,NA,WOS:000312443300015,ECOLOGY AND EVOLUTION,Article,22
A_0068,N,"Phylogeography, historical demography, and the role of post-settlement ecology in two Hawaiian damselfish species","Ramon, Marina L.; Nelson, Peter A.; De Martini, Edward; Walsh, William J.; Bernardi, Giacomo",2008,10.1007/s00227-007-0894-7,screened_by_title,N,title,NA,NA,NA,NA,WOS:000253351000019,MARINE BIOLOGY,Article,32
A_0069,N,Evidence for Cohesive Dispersal in the Sea,"Ben-Tzvi, Ofer; Abelson, Avigdor; Gaines, Steven D.; Bernardi, Giacomo; Beldade, Ricardo; Sheehy, Michael S.; Paradis, Georges L.; Kiflawi, Moshe",2012,10.1371/journal.pone.0042672,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000311313900002,PLOS ONE,Article,32
A_0070,Y,High-frequency variability dominates potential connectivity between remote coral reefs,"Vogt-Vincent, Noam S.; Mitarai, Satoshi; Johnson, Helen L.",2023,10.1002/lno.12455,included,Y,NA,Y,Y,NA,NA,WOS:001110227800001,LIMNOLOGY AND OCEANOGRAPHY,Article,3
A_0071,Y,Geographic distances and ocean currents influence Caribbean Acropora palmata population connectivity in the Lesser Antilles,"Japaud, Aurelien; Bouchon, Claude; Magalon, Helene; Fauvelot, Cecile",2019,10.1007/s10592-019-01145-9,included,Y,NA,Y,Y,NA,NA,WOS:000467689100004,CONSERVATION GENETICS,Article,11
A_0072,N,Population connectivity in the temperate damselfish Parma microlepis: analyses of genetic structure across multiple spatial scales,"Curley, Belinda G.; Gillings, Michael R.",2009,10.1007/s00227-008-1090-0,screened_by_title,N,title,NA,NA,NA,NA,WOS:000262578800014,MARINE BIOLOGY,Article,19
A_0073,N,Probability of successful larval dispersal declines fivefold over 1 km in a coral reef fish,"Buston, Peter M.; Jones, Geoffrey P.; Planes, Serge; Thorrold, Simon R.",2012,10.1098/rspb.2011.2041,screened_by_title,N,title,NA,NA,NA,NA,WOS:000302779600002,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,Article,80
A_0074,N,"Potential larval sources, destinations, and self-seeding in the Mariana Archipelago documented using ocean drifters","Kendall, Matthew S.; Poti, Matthew",2014,10.1007/s10872-014-0251-7,excluded_criteria_2,Y,NA,Y,N,2,non_coral_specific,WOS:000345392600006,JOURNAL OF OCEANOGRAPHY,Article,9
A_0075,Y,Weak biodiversity connectivity in the European network of no-take marine protected areas,"Assis, J.; Fragkopoulou, E.; Serrao, E. A.; Horta e Costa, B.; Gandra, M.; Abecasis, D.",2021,10.1016/j.scitotenv.2021.145664,included,Y,NA,Y,Y,NA,NA,WOS:000635207100128,SCIENCE OF THE TOTAL ENVIRONMENT,Article,23
A_0076,N,Planktonic larval duration and settlement marks on the otoliths of Mediterranean littoral fishes,"Raventós, N; Macpherson, E",2001,,screened_by_title,N,title,NA,NA,NA,NA,WOS:000169576700005,MARINE BIOLOGY,Article,141
A_0077,N,Connectivity and Dispersal Patterns of Protected Biogenic Reefs: Implications for the Conservation of Modiolus modiolus (L.) in the Irish Sea,"Gormley, Kate; Mackenzie, Clara; Robins, Peter; Coscia, Ilaria; Cassidy, Andrew; James, Jenny; Hull, Angela; Piertney, Stuart; Sanderson, William; Porter, Joanne",2015,10.1371/journal.pone.0143337,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000365891600026,PLOS ONE,Article,17
A_0078,N,Genetic evidence for different scales of connectivity in a marine mollusc,"Piggott, Maxine P.; Banks, Sam C.; Tung, Peter; Beheregaray, Luciano B.",2008,10.3354/meps07478,screened_by_title,N,title,NA,NA,NA,NA,WOS:000259379600012,MARINE ECOLOGY PROGRESS SERIES,Article,33
A_0079,N,Spatial patterns of self-recruitment of a coral reef fish in relation to island-scale retention mechanisms,"Beldade, Ricardo; Holbrook, Sally J.; Schmitt, Russell J.; Planes, Serge; Bernardi, Giacomo",2016,10.1111/mec.13823,screened_by_title,N,title,NA,NA,NA,NA,WOS:000385611300015,MOLECULAR ECOLOGY,Article,21
A_0080,Y,"Modeling population connectivity by ocean currents, a graph-theoretic approach for marine conservation","Treml, Eric A.; Halpin, Patrick N.; Urban, Dean L.; Pratson, Lincoln F.",2008,10.1007/s10980-007-9138-y,included,Y,NA,Y,Y,NA,NA,WOS:000252922800003,LANDSCAPE ECOLOGY,Article,417
A_0081,N,Spatial variability in post-larval traits of Sicyopterus lagocephalus Pallas 1770 around Reunion Island,"Thomas, Carole; Becheler, Enora; Trinh, Anne-Marie; Ellien, Celine",2018,10.1007/s10641-018-0740-4,screened_by_title,N,title,NA,NA,NA,NA,WOS:000429933600013,ENVIRONMENTAL BIOLOGY OF FISHES,Article,4
A_0082,N,INCREASE IN PELAGIC LARVAL DURATION AND GEOGRAPHICAL RANGE FOR REEF FISH ALONG AN OCEANIC GRADIENT,"Kulbicki, M.",2015,,screened_by_title,N,title,NA,NA,NA,NA,WOS:000356777600001,VIE ET MILIEU-LIFE AND ENVIRONMENT,Article,3
A_0084,N,Phenotype-environment mismatches reduce connectivity in the sea,"Marshall, D. J.; Monro, K.; Bode, M.; Keough, M. J.; Swearer, S.",2010,10.1111/j.1461-0248.2009.01408.x,excluded_criteria_2,Y,NA,Y,N,2,Theoretical,WOS:000272996200014,ECOLOGY LETTERS,Article,257
A_0086,N,"Local retention, dispersal and fluctuating connectivity among populations of a coral reef fish","Hogan, J. Derek; Thiessen, Roger J.; Sale, Peter F.; Heath, Daniel D.",2012,10.1007/s00442-011-2058-1,screened_by_title,N,title,NA,NA,NA,NA,WOS:000299058100007,OECOLOGIA,Article,107
A_0087,N,Spatial variation in selective mortality on larval traits in the coral reef fish Chromis viridis,"Block, Heidi E.; Steele, Mark A.",2014,10.3354/meps10859,screened_by_title,N,title,NA,NA,NA,NA,WOS:000341570100023,MARINE ECOLOGY PROGRESS SERIES,Article,2
A_0088,N,Effects of habitat fragmentation on the genetic structure and connectivity of the black-lipped pearl oyster Pinctada margaritifera populations in French Polynesia,"Lemer, Sarah; Planes, Serge",2014,10.1007/s00227-014-2484-9,screened_by_title,N,title,NA,NA,NA,NA,WOS:000340869600007,MARINE BIOLOGY,Article,20
A_0089,N,"Pelagic larval duration of the Meso-American reef fish, Halichoeres socialis (Labridae)","Sun, Zhi-Xian; Lobel, Phillip S.",2023,10.1007/s10641-023-01477-z,screened_by_title,N,title,NA,NA,NA,NA,WOS:001078154400001,ENVIRONMENTAL BIOLOGY OF FISHES,Article,1
A_0090,N,Life-history transitions of the coral-reef fish Elacatinus lori,"Rickborn, A. J.; Buston, P. M.",2015,10.1111/jfb.12587,screened_by_title,N,title,NA,NA,NA,NA,WOS:000350456000014,JOURNAL OF FISH BIOLOGY,Article,8
A_0091,Y,Kilometer-Scale Larval Dispersal Processes Predict Metapopulation Connectivity Pathways for Paramuricea biscaya in the Northern Gulf of Mexico,"Liu, Guangpeng; Bracco, Annalisa; Quattrini, Andrea M.; Herrera, Santiago",2021,10.3389/fmars.2021.790927,included,Y,NA,Y,Y,NA,NA,WOS:000743048700001,FRONTIERS IN MARINE SCIENCE,Article,6
A_0092,N,"Temporal variability of larval growth, size, stage duration and recruitment of a wrasse, Coris julis (Pisces: Labridae), from the Azores","Fontes, Jorge; Afonso, Pedro; Santos, Ricardo S.; Caselle, Jennifer E.",2010,10.3989/scimar.2010.74n4721,screened_by_title,N,title,NA,NA,NA,NA,WOS:000285672000011,SCIENTIA MARINA,Article,10
